sample_id,encryption_count,file_write_rate,registry_modifications,network_connections,process_tree_depth,bruteforce_attempts,usb_access_count,cloud_api_access,phishing_indicator,exploit_indicator,class_id,class_name
sample_04243,449,201.5426069999489,17,43,6,3,3,3,1,0,5,Phishing-based Ransom
sample_04244,1108,547.7294731586263,104,26,8,3,3,0,0,0,4,Human-operated Ransom
sample_04246,120,156.61685541613122,43,19,4,3,3,3,1,0,5,Phishing-based Ransom
sample_04247,9,120.95606438111636,39,26,5,3,6,3,0,0,2,Wiper
sample_04248,831,322.5522626732615,120,61,8,5,3,4,1,0,4,Human-operated Ransom
sample_04249,450,266.4113129484648,53,62,7,8,3,2,0,1,7,Exploit-based Ransom
sample_04250,387,339.41560727979845,65,30,5,2,12,0,1,0,8,USB/Removable-media Ransom
sample_04252,402,218.61351423164191,57,50,6,0,3,4,0,1,7,Exploit-based Ransom
sample_04253,362,193.17968828870588,82,88,6,8,5,2,0,1,7,Exploit-based Ransom
sample_04254,266,210.813748995225,74,100,9,6,2,9,0,1,3,Worm-propagating Ransom
sample_04255,983,267.7139810822303,126,56,9,9,3,1,1,0,4,Human-operated Ransom
sample_04256,678,280.3635892529157,55,98,7,6,7,6,1,1,3,Worm-propagating Ransom
sample_04257,292,87.96612748590631,38,15,6,3,3,4,1,0,5,Phishing-based Ransom
sample_04259,193,153.54764366996486,69,22,5,5,28,2,0,0,8,USB/Removable-media Ransom
sample_04261,345,164.55702888754985,35,22,4,4,3,3,1,0,5,Phishing-based Ransom
sample_04265,336,192.00428154442685,28,43,5,4,2,18,0,0,9,Cloud/SaaS-targeted Ransom
sample_04266,404,317.5567249194465,46,25,7,2,8,11,0,0,9,Cloud/SaaS-targeted Ransom
sample_04268,3,14.284396858582475,8,4,5,0,3,3,0,0,1,Locker
sample_04269,6,15.749522885076814,2,18,4,2,2,3,0,0,1,Locker
sample_04270,529,283.8919428539332,92,96,8,6,7,5,1,0,3,Worm-propagating Ransom
sample_04271,271,206.86973235973431,55,31,5,4,22,5,0,1,8,USB/Removable-media Ransom
sample_04272,202,221.78249979928205,99,90,8,9,8,5,0,0,3,Worm-propagating Ransom
sample_04274,167,185.5873339424028,53,19,6,4,27,4,1,0,8,USB/Removable-media Ransom
sample_04276,306,93.02265943575811,55,17,4,4,21,0,0,0,8,USB/Removable-media Ransom
sample_04277,496,171.1194164075134,122,67,8,10,8,6,0,1,3,Worm-propagating Ransom
sample_04278,144,127.97219930557117,42,50,4,3,3,3,1,0,5,Phishing-based Ransom
sample_04280,418,47.77770038882659,52,24,4,5,25,5,0,1,8,USB/Removable-media Ransom
sample_04281,1326,302.2917763848491,99,44,8,8,6,3,0,0,4,Human-operated Ransom
sample_04282,274,107.79470064391352,40,28,5,3,3,2,1,0,5,Phishing-based Ransom
sample_04287,960,225.9687851348152,100,55,11,8,6,6,0,0,4,Human-operated Ransom
sample_04288,133,59.46649845960836,47,44,4,13,5,4,0,0,6,RDP Brute-force based
sample_04290,508,103.13238405618084,57,66,7,3,3,11,0,0,3,Worm-propagating Ransom
sample_04294,239,214.8629748056648,51,17,5,3,25,0,0,0,8,USB/Removable-media Ransom
sample_04295,10,170.39642524372923,44,24,3,1,4,3,0,0,2,Wiper
sample_04296,377,260.3737527891138,94,91,9,8,13,9,1,1,3,Worm-propagating Ransom
sample_04297,509,263.8266327344021,89,93,6,6,1,2,0,1,7,Exploit-based Ransom
sample_04298,259,166.26472552694918,33,43,5,2,3,1,1,0,5,Phishing-based Ransom
sample_04301,237,296.7127204517226,47,12,5,2,34,5,0,0,8,USB/Removable-media Ransom
sample_04302,442,277.5461055284038,58,99,8,2,3,5,1,0,3,Worm-propagating Ransom
sample_04303,394,227.7976528197574,84,38,7,7,6,4,0,0,3,Worm-propagating Ransom
sample_04304,489,291.8925309827796,81,105,9,1,4,8,1,0,3,Worm-propagating Ransom
sample_04306,339,217.92927536613743,43,32,4,1,4,2,0,0,5,Phishing-based Ransom
sample_04307,160,141.4537385252779,50,20,2,2,25,2,0,0,8,USB/Removable-media Ransom
sample_04309,716,396.8517639779457,110,46,9,9,1,5,0,0,4,Human-operated Ransom
sample_04311,805,341.8200071702415,167,70,9,11,4,7,0,1,4,Human-operated Ransom
sample_04313,245,126.37921521586952,71,69,5,7,1,3,0,1,6,RDP Brute-force based
sample_04314,842,179.5113140941827,95,66,10,7,4,6,0,0,4,Human-operated Ransom
sample_04315,439,316.3110572788481,67,48,10,4,2,8,0,1,3,Worm-propagating Ransom
sample_04317,346,229.9011991329885,74,42,4,2,5,15,0,0,9,Cloud/SaaS-targeted Ransom
sample_04318,764,182.71541906796168,77,38,8,12,0,9,0,1,4,Human-operated Ransom
sample_04320,455,232.8021890484565,80,101,6,7,3,9,0,1,3,Worm-propagating Ransom
sample_04321,122,408.0651682122202,62,29,7,9,11,6,0,0,3,Worm-propagating Ransom
sample_04323,492,238.7552062053405,92,70,6,4,5,2,0,1,7,Exploit-based Ransom
sample_04324,603,132.60715879198997,47,23,5,5,1,25,0,0,9,Cloud/SaaS-targeted Ransom
sample_04325,497,132.39944276588625,84,64,4,7,6,6,0,0,7,Exploit-based Ransom
sample_04326,1005,343.6400367606501,152,67,8,4,1,2,0,0,4,Human-operated Ransom
sample_04327,332,215.7670251835276,53,30,4,4,6,18,1,1,9,Cloud/SaaS-targeted Ransom
sample_04328,349,161.83216779720703,45,31,4,1,3,3,1,0,5,Phishing-based Ransom
sample_04332,341,265.5462734870676,57,19,5,2,4,19,0,0,9,Cloud/SaaS-targeted Ransom
sample_04334,386,370.2437179248243,62,116,9,5,5,2,0,1,3,Worm-propagating Ransom
sample_04335,332,122.13462278931108,52,27,7,3,19,3,0,1,8,USB/Removable-media Ransom
sample_04338,15,119.51309518979066,27,22,4,2,4,5,0,0,2,Wiper
sample_04339,11,81.4534830822673,23,24,4,1,4,2,0,0,2,Wiper
sample_04342,379,150.90075627074188,49,20,4,2,1,5,1,0,5,Phishing-based Ransom
sample_04344,367,155.40652601639562,32,34,4,3,4,0,1,1,5,Phishing-based Ransom
sample_04346,996,323.50038441700167,77,90,9,6,7,0,0,0,4,Human-operated Ransom
sample_04347,237,159.71738211301815,27,35,5,0,4,4,1,1,5,Phishing-based Ransom
sample_04348,706,187.5400121455252,79,69,10,8,7,7,0,0,4,Human-operated Ransom
sample_04349,341,181.2466004036687,41,71,6,7,0,3,0,1,7,Exploit-based Ransom
sample_04350,919,151.1824875994281,124,55,9,7,7,6,1,0,4,Human-operated Ransom
sample_04351,841,431.2193703302725,105,84,9,7,7,6,0,0,4,Human-operated Ransom
sample_04352,647,109.34504558850514,85,97,7,6,5,0,1,1,7,Exploit-based Ransom
sample_04353,2,26.565824316236306,8,14,3,0,2,2,0,0,1,Locker
sample_04354,9,127.54534793936172,22,27,4,1,3,5,0,0,2,Wiper
sample_04357,248,197.0547563158093,48,30,3,5,31,0,0,0,8,USB/Removable-media Ransom
sample_04358,277,115.63483719985126,30,22,2,3,0,3,1,0,5,Phishing-based Ransom
sample_04360,11,153.83565392056312,60,23,5,5,1,19,0,0,9,Cloud/SaaS-targeted Ransom
sample_04361,10,128.399313776,13,24,4,3,2,3,0,0,2,Wiper
sample_04362,649,526.6993003535459,100,48,8,8,0,5,0,0,4,Human-operated Ransom
sample_04363,292,106.92114447139387,34,67,7,15,0,4,0,0,6,RDP Brute-force based
sample_04365,362,225.9572770276488,31,33,3,1,3,2,1,1,5,Phishing-based Ransom
sample_04367,355,306.8042257951951,54,73,9,6,7,9,0,0,3,Worm-propagating Ransom
sample_04368,330,228.24104391930268,41,34,6,3,0,1,1,0,5,Phishing-based Ransom
sample_04369,13,177.40839551498766,36,35,5,2,3,7,0,0,2,Wiper
sample_04371,261,212.69108510143337,28,26,6,3,1,3,1,1,5,Phishing-based Ransom
sample_04372,262,244.52637050301144,39,16,4,6,15,2,0,1,8,USB/Removable-media Ransom
sample_04373,336,222.6814249143569,69,48,8,0,7,6,0,1,3,Worm-propagating Ransom
sample_04377,635,274.5355284914187,69,66,7,5,7,1,0,1,7,Exploit-based Ransom
sample_04378,472,161.2238928195457,80,92,5,7,4,3,0,1,7,Exploit-based Ransom
sample_04379,38,127.97644686397908,66,25,5,3,2,2,1,0,5,Phishing-based Ransom
sample_04380,157,190.615757117571,75,15,6,3,4,24,1,1,9,Cloud/SaaS-targeted Ransom
sample_04381,267,190.355814615803,36,40,4,3,0,2,1,0,5,Phishing-based Ransom
sample_04383,287,378.906221812314,129,39,8,9,0,1,1,0,4,Human-operated Ransom
sample_04384,896,301.0586555450266,102,62,8,11,3,2,0,1,4,Human-operated Ransom
sample_04386,252,214.33891186082013,100,108,8,4,5,6,0,0,3,Worm-propagating Ransom
sample_04387,821,421.1720088008427,127,51,8,3,7,4,0,0,4,Human-operated Ransom
sample_04388,3,18.23530948414082,6,9,4,2,2,1,0,0,1,Locker
sample_04389,551,144.4010558828332,74,17,6,6,7,0,1,1,7,Exploit-based Ransom
sample_04390,1212,301.6650650436686,104,52,10,8,5,3,0,0,4,Human-operated Ransom
sample_04391,804,470.0392441531122,139,74,9,9,0,4,0,0,4,Human-operated Ransom
sample_04394,11,192.33302821614288,15,23,3,1,1,1,0,0,2,Wiper
sample_04395,1318,290.06994174093063,155,78,9,7,6,6,0,0,4,Human-operated Ransom
sample_04396,520,181.23122210899916,40,33,5,0,0,4,1,0,5,Phishing-based Ransom
sample_04397,431,151.6552344171333,40,33,5,3,3,22,0,1,9,Cloud/SaaS-targeted Ransom
sample_04398,244,254.1325940712016,51,20,4,3,0,4,0,0,8,USB/Removable-media Ransom
sample_04400,351,185.25748542182663,60,22,5,6,24,0,0,0,8,USB/Removable-media Ransom
sample_04402,76,241.8267775517677,63,40,4,5,2,2,0,0,6,RDP Brute-force based
sample_04405,291,167.40111927497702,41,26,5,3,4,2,1,0,5,Phishing-based Ransom
sample_04408,981,375.6398708844453,158,35,11,2,8,0,1,0,4,Human-operated Ransom
sample_04409,232,195.581439660868,69,45,5,21,3,0,0,1,6,RDP Brute-force based
sample_04410,293,200.13348146328545,41,23,5,3,3,2,1,1,5,Phishing-based Ransom
sample_04412,123,174.77715815943847,35,36,3,3,2,2,1,0,5,Phishing-based Ransom
sample_04413,1094,189.3589500801453,71,49,9,10,6,2,0,0,4,Human-operated Ransom
sample_04414,437,154.8662906517013,47,45,3,3,1,2,1,0,5,Phishing-based Ransom
sample_04415,474,329.5627043926164,83,84,8,7,4,2,0,1,3,Worm-propagating Ransom
sample_04416,331,139.7719205643629,54,48,6,23,4,1,1,1,6,RDP Brute-force based
sample_04419,312,85.32655389606501,34,19,5,4,0,2,1,0,5,Phishing-based Ransom
sample_04420,399,431.2400858780045,75,64,8,7,7,8,0,0,3,Worm-propagating Ransom
sample_04422,433,152.61693459411086,86,98,6,6,7,1,0,0,3,Worm-propagating Ransom
sample_04423,966,314.4225492830193,82,75,8,8,6,5,1,0,4,Human-operated Ransom
sample_04424,572,155.34886424156258,75,76,6,7,4,1,0,0,7,Exploit-based Ransom
sample_04425,646,287.1174674442998,75,65,9,11,4,7,0,0,4,Human-operated Ransom
sample_04426,394,306.3671685846199,34,41,6,2,6,25,1,1,9,Cloud/SaaS-targeted Ransom
sample_04429,361,205.2852023434231,30,73,8,6,6,4,1,1,3,Worm-propagating Ransom
sample_04431,204,127.97868562847084,49,17,4,3,29,4,0,0,8,USB/Removable-media Ransom
sample_04433,584,357.7471279290475,147,43,10,6,6,3,0,0,4,Human-operated Ransom
sample_04434,169,176.5816457312038,49,34,3,3,2,3,1,0,5,Phishing-based Ransom
sample_04436,231,88.01730651439347,36,29,5,4,1,3,1,0,5,Phishing-based Ransom
sample_04437,6,78.37632620700042,42,10,6,1,1,3,0,0,2,Wiper
sample_04438,282,178.1676110371024,43,26,5,1,3,4,1,0,5,Phishing-based Ransom
sample_04440,12,161.36882827737006,23,26,3,2,3,1,0,0,2,Wiper
sample_04441,573,222.08513047443216,63,69,7,5,3,3,0,1,7,Exploit-based Ransom
sample_04442,702,195.7519365888149,52,72,5,3,4,6,0,1,7,Exploit-based Ransom
sample_04444,874,417.9842777582424,21,62,8,8,2,4,0,1,4,Human-operated Ransom
sample_04445,279,304.6128434563815,57,26,4,2,30,3,0,0,8,USB/Removable-media Ransom
sample_04447,247,154.66802769962237,57,32,5,17,5,4,0,0,6,RDP Brute-force based
sample_04448,509,268.9739981257001,41,64,5,5,3,5,0,0,3,Worm-propagating Ransom
sample_04449,540,274.58733772208024,78,79,10,9,5,1,1,0,4,Human-operated Ransom
sample_04451,395,235.8261123962658,56,38,6,1,5,6,0,0,9,Cloud/SaaS-targeted Ransom
sample_04453,425,246.49813427815064,73,92,8,5,6,5,0,0,3,Worm-propagating Ransom
sample_04454,654,267.5854043832682,57,89,8,4,4,2,0,1,7,Exploit-based Ransom
sample_04455,269,238.79244407130423,48,10,5,4,10,1,0,0,8,USB/Removable-media Ransom
sample_04456,463,108.41518118836872,23,33,5,3,3,3,1,0,5,Phishing-based Ransom
sample_04457,413,362.7742454782127,57,70,8,7,7,6,0,1,3,Worm-propagating Ransom
sample_04458,409,147.78126317147095,38,19,5,3,3,4,1,0,5,Phishing-based Ransom
sample_04459,373,111.16885874638238,45,92,6,2,3,5,1,1,7,Exploit-based Ransom
sample_04460,16,169.2364933278499,43,12,5,3,5,3,0,0,2,Wiper
sample_04461,471,525.9272370811336,50,35,9,6,4,3,0,1,4,Human-operated Ransom
sample_04462,407,218.2375925521761,28,44,5,8,6,23,1,0,9,Cloud/SaaS-targeted Ransom
sample_04463,804,364.3810216066311,51,107,9,4,5,8,0,0,4,Human-operated Ransom
sample_04464,502,424.1555223012286,67,77,9,5,6,7,0,0,4,Human-operated Ransom
sample_04466,279,48.21418934646414,53,15,5,3,21,1,1,0,8,USB/Removable-media Ransom
sample_04467,511,188.217955350658,49,47,5,3,4,22,1,0,9,Cloud/SaaS-targeted Ransom
sample_04468,211,164.87262231160517,44,52,6,0,6,5,1,0,6,RDP Brute-force based
sample_04469,6,27.320721516233743,8,10,5,2,4,3,0,0,1,Locker
sample_04472,10,196.61025173487943,24,27,5,4,1,6,0,0,2,Wiper
sample_04474,345,171.0423636236692,45,57,9,4,8,4,1,0,3,Worm-propagating Ransom
sample_04475,266,159.80108367199813,18,26,5,2,13,1,0,0,8,USB/Removable-media Ransom
sample_04476,408,180.61493523451517,49,50,9,7,11,2,0,0,3,Worm-propagating Ransom
sample_04477,558,234.0972708296507,70,98,6,6,7,4,0,1,7,Exploit-based Ransom
sample_04479,383,128.10258579743453,30,34,4,4,0,3,1,1,5,Phishing-based Ransom
sample_04481,269,230.38290392973445,52,51,6,7,5,6,0,0,6,RDP Brute-force based
sample_04482,241,114.85096157964831,65,28,3,2,3,3,0,0,5,Phishing-based Ransom
sample_04484,3,27.753786386546828,9,19,5,1,1,3,0,0,1,Locker
sample_04485,4,30.451473461581894,11,7,6,2,0,0,0,0,1,Locker
sample_04486,5,30.52045767585672,11,14,2,0,4,4,0,0,1,Locker
sample_04489,1185,194.5113771666568,56,34,8,10,7,5,0,0,4,Human-operated Ransom
sample_04491,584,462.1758415813716,152,86,7,4,3,9,0,0,4,Human-operated Ransom
sample_04493,12,165.42657497820267,39,16,5,3,6,2,0,0,2,Wiper
sample_04494,364,231.5040956076288,49,70,7,6,7,5,0,1,3,Worm-propagating Ransom
sample_04495,321,326.73424570525515,96,67,7,1,5,1,0,0,3,Worm-propagating Ransom
sample_04496,614,226.86106462253727,151,56,9,7,4,7,0,0,4,Human-operated Ransom
sample_04497,356,215.00319418378308,101,84,8,4,3,4,0,0,3,Worm-propagating Ransom
sample_04498,122,445.5465595884023,67,56,8,0,3,6,0,0,4,Human-operated Ransom
sample_04499,1381,393.6613113116077,46,52,9,7,0,9,0,0,4,Human-operated Ransom
sample_04500,516,220.5720658232757,31,78,6,10,3,5,0,1,3,Worm-propagating Ransom
sample_04501,646,263.20915644930176,54,78,8,3,3,3,0,1,7,Exploit-based Ransom
sample_04503,186,98.97136162076472,40,27,5,1,4,1,1,0,5,Phishing-based Ransom
sample_04505,1262,310.6503208613834,136,63,9,13,6,9,0,0,4,Human-operated Ransom
sample_04507,588,154.90758564782269,53,82,6,3,8,4,0,0,3,Worm-propagating Ransom
sample_04509,236,221.263792876898,58,38,6,14,4,3,0,1,6,RDP Brute-force based
sample_04510,530,308.39278039946373,89,71,8,10,5,6,0,0,3,Worm-propagating Ransom
sample_04511,1070,455.6280551136829,159,56,10,7,3,5,1,0,4,Human-operated Ransom
sample_04513,5,22.717408589375182,9,5,3,2,3,1,0,1,1,Locker
sample_04515,9,134.88508720975508,37,18,4,2,2,4,0,1,2,Wiper
sample_04518,147,137.4658571681764,50,49,7,23,3,7,0,1,6,RDP Brute-force based
sample_04519,154,258.88175787668393,77,21,4,4,7,14,0,0,9,Cloud/SaaS-targeted Ransom
sample_04520,378,199.3435857268163,51,96,8,8,7,6,0,0,3,Worm-propagating Ransom
sample_04521,335,140.53818913850083,43,34,5,2,1,2,1,0,5,Phishing-based Ransom
sample_04523,196,100.5402672749587,70,39,5,4,5,6,0,1,6,RDP Brute-force based
sample_04524,335,240.7341417364024,57,32,5,0,7,27,0,0,9,Cloud/SaaS-targeted Ransom
sample_04525,444,166.64156825360035,77,55,5,4,2,1,1,1,7,Exploit-based Ransom
sample_04526,12,217.6644121651263,28,23,4,2,4,2,0,0,2,Wiper
sample_04527,625,291.75160592893576,78,107,7,10,2,2,0,1,7,Exploit-based Ransom
sample_04531,354,354.6584234324001,76,77,7,4,6,0,1,1,7,Exploit-based Ransom
sample_04534,258,131.8315263627153,40,23,3,2,22,3,0,0,8,USB/Removable-media Ransom
sample_04535,306,124.65364172980124,76,110,7,5,2,1,0,1,7,Exploit-based Ransom
sample_04536,578,238.82352623141185,69,67,6,6,0,4,0,1,7,Exploit-based Ransom
sample_04537,448,26.93042201094221,52,77,7,6,1,4,0,1,7,Exploit-based Ransom
sample_04538,332,146.10660579381107,67,83,7,8,2,3,0,1,7,Exploit-based Ransom
sample_04539,6,15.39971048728475,12,11,3,2,2,4,0,1,1,Locker
sample_04542,621,267.75307521562183,164,58,9,4,3,3,0,0,4,Human-operated Ransom
sample_04544,348,114.99982028283094,19,39,3,3,2,3,1,0,5,Phishing-based Ransom
sample_04545,484,161.62225281436682,28,51,6,9,1,2,0,1,7,Exploit-based Ransom
sample_04546,221,153.50011629331618,21,22,4,4,18,0,0,0,8,USB/Removable-media Ransom
sample_04547,113,180.98167353482464,67,16,4,8,34,2,0,1,8,USB/Removable-media Ransom
sample_04549,455,250.51521430831085,46,102,6,1,5,5,0,0,3,Worm-propagating Ransom
sample_04551,321,208.17136708175636,39,68,6,7,6,6,0,0,3,Worm-propagating Ransom
sample_04552,117,271.37544591024005,71,22,4,2,24,1,1,0,8,USB/Removable-media Ransom
sample_04553,780,321.60707735681086,160,61,7,5,6,3,0,1,4,Human-operated Ransom
sample_04555,194,207.09419465449585,49,48,6,0,5,5,0,0,6,RDP Brute-force based
sample_04556,773,344.21501114777624,122,44,7,3,2,4,1,0,4,Human-operated Ransom
sample_04558,249,94.95559029448944,56,26,5,3,5,2,1,0,5,Phishing-based Ransom
sample_04559,5,28.68494549275961,17,7,3,1,4,3,0,0,1,Locker
sample_04560,1157,433.535553320133,166,92,6,2,4,7,0,0,4,Human-operated Ransom
sample_04561,629,189.66147352819948,88,60,7,5,0,2,0,1,7,Exploit-based Ransom
sample_04562,356,402.5473898780154,48,75,6,9,5,0,0,0,3,Worm-propagating Ransom
sample_04564,1,92.7127271809202,30,15,6,4,6,4,0,1,2,Wiper
sample_04566,199,189.45017006542344,48,40,5,15,2,6,0,0,6,RDP Brute-force based
sample_04567,162,241.55774500971324,68,70,8,4,2,3,0,1,3,Worm-propagating Ransom
sample_04568,529,265.0884110372975,39,54,7,1,2,6,0,0,3,Worm-propagating Ransom
sample_04569,465,188.08771953899185,32,28,6,3,3,3,1,0,5,Phishing-based Ransom
sample_04570,406,293.5670510946415,55,64,7,7,5,4,0,0,3,Worm-propagating Ransom
sample_04571,269,214.23570696582144,74,30,4,3,25,3,0,1,8,USB/Removable-media Ransom
sample_04573,1215,305.6940961581875,101,78,9,7,3,6,0,1,4,Human-operated Ransom
sample_04574,223,74.89349535705685,70,57,4,13,3,6,0,1,6,RDP Brute-force based
sample_04575,214,215.65773406227555,79,36,4,3,6,28,1,1,9,Cloud/SaaS-targeted Ransom
sample_04577,261,223.7087488899412,48,54,8,16,5,1,0,0,6,RDP Brute-force based
sample_04578,4,10.973331979154548,12,9,5,1,2,1,0,0,1,Locker
sample_04580,257,111.65604411714858,65,61,6,6,2,4,0,0,6,RDP Brute-force based
sample_04581,577,350.7819035270336,68,90,6,6,4,6,0,1,3,Worm-propagating Ransom
sample_04582,282,196.69366916547244,27,11,6,14,5,2,0,0,6,RDP Brute-force based
sample_04585,283,394.618951509357,110,59,7,11,10,4,0,0,3,Worm-propagating Ransom
sample_04586,201,173.50388499112336,51,43,4,1,3,3,1,1,5,Phishing-based Ransom
sample_04587,3,21.8307852813698,18,6,3,2,4,2,0,0,1,Locker
sample_04589,456,248.4076528825916,113,38,7,5,0,15,0,0,9,Cloud/SaaS-targeted Ransom
sample_04590,13,139.96123603744206,30,22,4,1,0,6,0,0,2,Wiper
sample_04591,711,266.89768168132287,131,67,8,6,3,5,0,0,4,Human-operated Ransom
sample_04592,667,222.4780889497444,132,67,9,9,1,6,0,0,4,Human-operated Ransom
sample_04594,161,213.81449472083165,49,18,5,6,21,3,0,0,8,USB/Removable-media Ransom
sample_04595,301,179.24827333688262,27,39,3,4,1,0,1,0,5,Phishing-based Ransom
sample_04596,227,361.6245566227901,83,62,8,6,0,7,0,1,3,Worm-propagating Ransom
sample_04597,229,117.03522297370932,62,68,6,19,4,5,0,0,6,RDP Brute-force based
sample_04598,380,226.19940936865729,64,29,8,0,4,4,0,0,3,Worm-propagating Ransom
sample_04599,189,302.96213862138364,75,74,9,6,7,8,0,1,3,Worm-propagating Ransom
sample_04600,4,17.12445085808129,25,17,3,2,3,2,0,0,1,Locker
sample_04601,1119,467.28809627809386,113,61,8,11,5,3,0,1,4,Human-operated Ransom
sample_04602,732,193.87910421439688,61,75,5,9,2,4,0,1,7,Exploit-based Ransom
sample_04603,256,189.41994571923817,58,34,6,3,3,7,0,1,9,Cloud/SaaS-targeted Ransom
sample_04604,368,289.1547001822931,50,88,6,8,4,5,1,0,3,Worm-propagating Ransom
sample_04605,998,319.4993706865601,142,90,8,8,3,4,0,1,4,Human-operated Ransom
sample_04606,383,169.90628295483893,69,37,4,2,4,21,0,0,9,Cloud/SaaS-targeted Ransom
sample_04607,443,320.5253175129942,75,45,5,5,4,3,0,1,7,Exploit-based Ransom
sample_04608,4,27.45595696071192,13,9,4,1,2,6,0,1,1,Locker
sample_04609,7,11.846434164690104,8,4,4,0,3,1,0,0,1,Locker
sample_04610,134,315.6497108064541,90,57,7,8,2,7,0,1,3,Worm-propagating Ransom
sample_04611,4,23.966266495806387,15,12,4,3,4,2,0,0,1,Locker
sample_04612,226,269.0971668579602,66,46,7,7,3,4,1,1,7,Exploit-based Ransom
sample_04613,98,169.40181361747292,61,34,5,4,24,4,0,0,8,USB/Removable-media Ransom
sample_04616,255,219.39870935708277,68,48,5,3,1,3,0,0,3,Worm-propagating Ransom
sample_04617,8,112.5109420747827,22,19,4,1,7,4,0,0,2,Wiper
sample_04618,421,283.56555133956687,85,22,5,5,4,3,0,1,7,Exploit-based Ransom
sample_04619,392,150.40231979280688,48,71,6,3,2,5,0,1,3,Worm-propagating Ransom
sample_04620,850,445.5822310652698,93,58,9,8,3,1,0,1,4,Human-operated Ransom
sample_04621,243,214.37453659922755,39,19,7,2,1,10,0,0,9,Cloud/SaaS-targeted Ransom
sample_04622,456,230.81639958125777,36,76,8,8,0,3,0,0,3,Worm-propagating Ransom
sample_04623,541,259.41845449298893,85,55,9,5,1,4,1,1,4,Human-operated Ransom
sample_04624,236,233.81887249365383,54,94,6,5,5,7,0,1,3,Worm-propagating Ransom
sample_04625,152,218.74150955293248,44,33,5,6,15,4,0,0,8,USB/Removable-media Ransom
sample_04627,222,150.91612786628966,111,69,8,8,8,6,0,0,3,Worm-propagating Ransom
sample_04629,366,204.2637161812889,27,21,5,4,2,1,1,0,5,Phishing-based Ransom
sample_04631,107,265.5805099222046,38,52,5,16,2,7,0,0,6,RDP Brute-force based
sample_04634,100,226.13584661316443,65,61,5,16,4,3,0,0,6,RDP Brute-force based
sample_04635,414,189.01857064696068,107,76,5,8,5,5,0,0,3,Worm-propagating Ransom
sample_04639,317,226.03239456128605,35,35,5,4,2,1,1,0,5,Phishing-based Ransom
sample_04640,4,16.892320424319042,13,4,3,2,1,4,0,0,1,Locker
sample_04641,720,129.04448250398983,57,67,7,10,1,3,0,1,7,Exploit-based Ransom
sample_04643,224,149.88883555638415,62,33,5,0,15,3,0,0,8,USB/Removable-media Ransom
sample_04644,1152,349.3201372809632,109,52,9,5,7,4,0,1,4,Human-operated Ransom
sample_04645,911,258.07243837868435,71,70,7,10,1,4,0,0,4,Human-operated Ransom
sample_04646,6,23.4798761790666,0,6,5,3,1,4,0,0,1,Locker
sample_04647,991,332.1440455834047,135,68,11,11,6,0,0,0,4,Human-operated Ransom
sample_04648,308,167.5859766283109,65,39,4,13,4,1,0,0,6,RDP Brute-force based
sample_04649,427,262.6353427543784,53,26,4,3,1,27,1,0,9,Cloud/SaaS-targeted Ransom
sample_04650,374,385.5659226464423,82,38,8,4,4,3,0,0,3,Worm-propagating Ransom
sample_04652,411,204.6524043008773,46,59,7,7,3,4,0,1,7,Exploit-based Ransom
sample_04653,252,194.7097990666641,70,11,6,5,32,0,0,0,8,USB/Removable-media Ransom
sample_04654,1062,313.6595155377637,107,69,9,8,0,5,0,1,4,Human-operated Ransom
sample_04655,4,25.44661999320965,24,4,4,2,3,4,0,0,1,Locker
sample_04659,204,190.02793904670705,62,49,4,16,1,5,0,0,6,RDP Brute-force based
sample_04661,2,18.44079174116145,12,7,2,2,1,1,0,0,1,Locker
sample_04662,546,180.1733775875417,52,96,8,5,3,7,0,0,3,Worm-propagating Ransom
sample_04663,256,161.78519443767456,44,40,4,1,2,5,1,0,5,Phishing-based Ransom
sample_04665,872,300.96000106178934,115,61,10,10,5,10,0,0,4,Human-operated Ransom
sample_04666,373,268.94220610461974,35,38,7,3,2,16,0,0,9,Cloud/SaaS-targeted Ransom
sample_04667,208,159.04744108716807,50,13,5,1,4,3,1,0,5,Phishing-based Ransom
sample_04668,408,178.94702870625457,65,31,6,3,5,13,0,0,9,Cloud/SaaS-targeted Ransom
sample_04670,371,191.8839467838564,38,36,6,2,5,2,1,0,5,Phishing-based Ransom
sample_04676,206,292.6801172941874,32,26,4,4,20,0,0,0,8,USB/Removable-media Ransom
sample_04677,402,242.51997329179528,39,27,5,4,4,24,0,0,9,Cloud/SaaS-targeted Ransom
sample_04678,356,244.20971051671967,52,44,5,4,2,4,0,0,8,USB/Removable-media Ransom
sample_04680,333,195.7372658340776,53,33,6,4,4,19,0,1,9,Cloud/SaaS-targeted Ransom
sample_04681,816,174.09916255159408,61,82,9,6,2,0,0,1,7,Exploit-based Ransom
sample_04682,6,167.43717462076643,46,22,5,2,5,3,0,0,2,Wiper
sample_04684,258,150.544768868235,48,36,7,16,2,6,0,0,6,RDP Brute-force based
sample_04685,577,187.620215255826,61,80,6,5,5,8,0,1,7,Exploit-based Ransom
sample_04687,879,247.49192192964824,72,77,8,11,3,2,1,1,7,Exploit-based Ransom
sample_04688,508,276.9043975778762,57,101,7,4,2,1,0,1,3,Worm-propagating Ransom
sample_04689,362,527.6995271383873,82,69,8,5,4,4,1,0,4,Human-operated Ransom
sample_04690,775,255.9853177347057,37,52,6,5,6,5,0,1,7,Exploit-based Ransom
